document_id,employee_id,document_type,document_status,received_date,effective_date,expiration_date,last_updated_date
DOC-01224,EMP-0571,I-9,Complete,2022-07-03,2022-06-30,,2023-03-02
DOC-01225,EMP-0572,Offer Letter,Complete,2024-02-21,2024-03-01,,2025-04-17
DOC-01226,EMP-0572,I-9,Complete,2024-03-03,2024-03-01,,2024-06-05
DOC-01227,EMP-0572,Offboarding Form,Complete,2025-09-07,2025-09-07,,2026-08-29
DOC-01228,EMP-0573,Offer Letter,Complete,2017-12-27,2017-12-30,,2019-09-22
DOC-01229,EMP-0573,I-9,Complete,2017-12-31,2017-12-30,,2025-02-20
DOC-01230,EMP-0574,Offer Letter,Complete,2016-11-19,2016-11-19,,2023-04-15
DOC-01231,EMP-0574,I-9,Complete,2016-11-20,2016-11-19,,2024-04-16
DOC-01232,EMP-0575,Offer Letter,Complete,2016-07-11,2016-07-17,,2021-09-02
DOC-01233,EMP-0575,I-9,Complete,2016-07-18,2016-07-17,,2020-11-21
DOC-01234,EMP-0576,Offer Letter,Complete,2025-09-08,2025-09-10,,2025-12-26
DOC-01235,EMP-0576,I-9,Complete,2025-09-11,2025-09-10,,2026-04-29
DOC-01236,EMP-0577,Offer Letter,Complete,2016-03-06,2016-03-11,,2024-06-09
DOC-01237,EMP-0577,I-9,Complete,2016-03-13,2016-03-11,,2022-04-14
DOC-01238,EMP-0578,Offer Letter,Complete,2023-09-04,2023-09-05,,2025-10-21
DOC-01239,EMP-0578,I-9,Complete,2023-09-05,2023-09-05,,2025-09-28
DOC-01240,EMP-0579,Offer Letter,Complete,2020-01-25,2020-01-30,,2022-01-19
DOC-01241,EMP-0579,I-9,Complete,2020-01-30,2020-01-30,,2025-01-05
DOC-01242,EMP-0580,Offer Letter,Complete,2025-01-23,2025-02-02,,2025-07-21
DOC-01243,EMP-0580,I-9,Complete,2025-02-02,2025-02-02,,2025-09-18
DOC-01244,EMP-0580,Offboarding Form,Complete,2025-07-03,2025-07-03,,2026-08-29
DOC-01245,EMP-0581,Offer Letter,Complete,2017-04-24,2017-05-03,,2022-12-26
DOC-01246,EMP-0581,I-9,Complete,2017-05-05,2017-05-03,,2017-08-23
DOC-01247,EMP-0581,Offboarding Form,Complete,2026-06-12,2026-06-12,,2026-08-29
DOC-01248,EMP-0582,Offer Letter,Complete,2019-06-27,2019-07-04,,2022-01-14
DOC-01249,EMP-0582,I-9,Complete,2019-07-07,2019-07-04,,2024-08-23
DOC-01250,EMP-0583,Offer Letter,Complete,2016-04-28,2016-05-02,,2025-12-24
DOC-01251,EMP-0583,I-9,Complete,2016-05-04,2016-05-02,,2025-01-19
DOC-01252,EMP-0584,Offer Letter,Complete,2018-07-30,2018-07-30,,2024-04-16
DOC-01253,EMP-0584,I-9,Complete,2018-07-30,2018-07-30,,2019-08-31
DOC-01254,EMP-0585,Offer Letter,Complete,2018-11-27,2018-12-05,,2025-03-10
DOC-01255,EMP-0585,I-9,Complete,2018-12-07,2018-12-05,,2025-12-18
DOC-01256,EMP-0586,Offer Letter,Complete,2022-08-05,2022-08-10,,2024-02-29
DOC-01257,EMP-0586,I-9,Complete,2022-08-11,2022-08-10,,2025-02-04
DOC-01258,EMP-0587,Offer Letter,Complete,2025-04-19,2025-04-20,,2026-04-16
DOC-01259,EMP-0587,I-9,Complete,2025-04-20,2025-04-20,,2025-12-05
DOC-01260,EMP-0588,Offer Letter,Complete,2021-02-23,2021-02-24,,2026-01-31
DOC-01261,EMP-0588,I-9,Complete,2021-02-25,2021-02-24,,2021-08-10
DOC-01262,EMP-0589,Offer Letter,Complete,2016-12-20,2016-12-21,,2025-11-07
DOC-01263,EMP-0589,I-9,Complete,2016-12-24,2016-12-21,,2017-12-05
DOC-01264,EMP-0590,Offer Letter,Complete,2022-03-19,2022-03-22,,2025-12-19
DOC-01265,EMP-0590,I-9,Complete,2022-03-23,2022-03-22,,2023-10-12
DOC-01266,EMP-0591,Offer Letter,Complete,2024-09-19,2024-09-25,,2025-01-01
DOC-01267,EMP-0591,I-9,Complete,2024-09-25,2024-09-25,,2026-03-26
DOC-01268,EMP-0592,Offer Letter,Complete,2018-05-19,2018-05-24,,2022-10-18
DOC-01269,EMP-0592,I-9,Complete,2018-05-27,2018-05-24,,2025-08-27
DOC-01270,EMP-0593,Offer Letter,Complete,2022-12-04,2022-12-07,,2026-01-18
DOC-01271,EMP-0593,I-9,Complete,2022-12-10,2022-12-07,,2024-01-13
DOC-01272,EMP-0594,Offer Letter,Complete,2019-01-14,2019-01-24,,2026-06-10
DOC-01273,EMP-0594,I-9,Complete,2019-01-25,2019-01-24,,2020-04-01
DOC-01274,EMP-0595,Offer Letter,Complete,2018-04-02,2018-04-06,,2022-04-22
DOC-01275,EMP-0595,I-9,Complete,2018-04-07,2018-04-06,,2023-09-09
DOC-01276,EMP-0596,Offer Letter,Complete,2021-10-04,2021-10-12,,2022-09-14
DOC-01277,EMP-0596,I-9,Complete,2021-10-15,2021-10-12,,2024-05-14
DOC-01278,EMP-0597,Offer Letter,Complete,2024-03-27,2024-03-30,,2025-06-02
DOC-01279,EMP-0597,I-9,Complete,2024-04-01,2024-03-30,,2025-07-13
DOC-01280,EMP-0598,Offer Letter,Complete,2025-01-22,2025-01-30,,2025-07-16
DOC-01281,EMP-0598,I-9,Complete,2025-02-02,2025-01-30,,2025-04-25
DOC-01282,EMP-0599,Offer Letter,Complete,2023-05-21,2023-05-25,,2026-04-09
DOC-01283,EMP-0599,I-9,Complete,2023-05-28,2023-05-25,,2026-03-07
DOC-01284,EMP-0600,Offer Letter,Complete,2025-04-04,2025-04-09,,2025-10-27
DOC-01285,EMP-0600,I-9,Complete,2025-04-11,2025-04-09,,2026-08-15
DOC-01286,EMP-0600,Offboarding Form,Complete,2025-05-15,2025-05-15,,2026-08-29
DOC-01287,EMP-0601,Offer Letter,Complete,2023-04-01,2023-04-09,,2023-12-19
DOC-01288,EMP-0601,I-9,Complete,2023-04-10,2023-04-09,,2023-08-30
DOC-01289,EMP-0602,Offer Letter,Complete,2022-10-20,2022-10-30,,2024-12-17
DOC-01290,EMP-0602,I-9,Complete,2022-10-31,2022-10-30,,2025-06-15
DOC-01291,EMP-0603,Offer Letter,Complete,2026-01-19,2026-01-23,,2026-07-22
DOC-01292,EMP-0603,I-9,Complete,2026-01-25,2026-01-23,,2026-07-05
DOC-01293,EMP-0604,Offer Letter,Complete,2019-03-02,2019-03-06,,2020-11-25
DOC-01294,EMP-0604,I-9,Complete,2019-03-06,2019-03-06,,2020-11-07
DOC-01295,EMP-0605,Offer Letter,Complete,2020-12-17,2020-12-27,,2025-04-01
DOC-01296,EMP-0605,I-9,Complete,2020-12-28,2020-12-27,,2026-05-23
DOC-01297,EMP-0606,Offer Letter,Complete,2023-05-31,2023-06-07,,2025-05-18
DOC-01298,EMP-0606,I-9,Complete,2023-06-07,2023-06-07,,2023-10-03
DOC-01299,EMP-0607,Offer Letter,Complete,2019-08-31,2019-08-31,,2024-10-16
DOC-01300,EMP-0607,I-9,Complete,2019-09-01,2019-08-31,,2020-08-22
DOC-01301,EMP-0608,Offer Letter,Complete,2019-08-08,2019-08-15,,2020-02-26
DOC-01302,EMP-0608,I-9,Complete,2019-08-15,2019-08-15,,2024-05-31
DOC-01303,EMP-0608,Offboarding Form,Complete,2021-05-27,2021-05-27,,2026-08-29
DOC-01304,EMP-0609,Offer Letter,Complete,2026-03-21,2026-03-28,,2026-04-19
DOC-01305,EMP-0609,I-9,Complete,2026-03-30,2026-03-28,,2026-07-01
DOC-01306,EMP-0610,Offer Letter,Complete,2023-03-29,2023-04-06,,2025-06-19
DOC-01307,EMP-0610,I-9,Complete,2023-04-07,2023-04-06,,2024-06-22
DOC-01308,EMP-0611,Offer Letter,Complete,2019-03-19,2019-03-19,,2019-09-20
DOC-01309,EMP-0611,I-9,Complete,2019-03-21,2019-03-19,,2020-10-20
DOC-01310,EMP-0612,Offer Letter,Complete,2016-03-11,2016-03-12,,2022-11-05
DOC-01311,EMP-0612,I-9,Complete,2016-03-13,2016-03-12,,2018-04-14
DOC-01312,EMP-0612,Offboarding Form,Complete,2019-04-05,2019-04-05,,2026-08-29
DOC-01313,EMP-0613,Offer Letter,Complete,2019-08-18,2019-08-21,,2020-03-12
DOC-01314,EMP-0613,I-9,Complete,2019-08-24,2019-08-21,,2024-05-22
DOC-01315,EMP-0614,Offer Letter,Complete,2020-12-10,2020-12-11,,2021-02-10
DOC-01316,EMP-0614,I-9,Complete,2020-12-14,2020-12-11,,2024-05-12
DOC-01317,EMP-0615,Offer Letter,Complete,2017-03-16,2017-03-18,,2023-08-25
DOC-01318,EMP-0615,I-9,Complete,2017-03-20,2017-03-18,,2026-04-02
DOC-01319,EMP-0616,Offer Letter,Complete,2017-10-05,2017-10-09,,2025-05-13
DOC-01320,EMP-0616,I-9,Complete,2017-10-11,2017-10-09,,2024-02-01
DOC-01321,EMP-0617,Offer Letter,Complete,2026-02-16,2026-02-26,,2026-07-08
DOC-01322,EMP-0617,I-9,Complete,2026-03-01,2026-02-26,,2026-08-27
DOC-01323,EMP-0618,Offer Letter,Complete,2025-04-18,2025-04-21,,2025-05-10
DOC-01324,EMP-0618,I-9,Complete,2025-04-21,2025-04-21,,2025-09-04
DOC-01325,EMP-0619,Offer Letter,Complete,2023-03-21,2023-03-25,,2025-07-17
DOC-01326,EMP-0619,I-9,Complete,2023-03-28,2023-03-25,,2023-05-06
DOC-01327,EMP-0620,Offer Letter,Complete,2026-03-05,2026-03-06,,2026-06-26
DOC-01328,EMP-0620,I-9,Complete,2026-03-06,2026-03-06,,2026-08-10
DOC-01329,EMP-0621,Offer Letter,Complete,2026-02-14,2026-02-16,,2026-03-18
DOC-01330,EMP-0621,I-9,Complete,2026-02-18,2026-02-16,,2026-08-28
DOC-01331,EMP-0622,Offer Letter,Complete,2020-11-09,2020-11-15,,2021-06-20
DOC-01332,EMP-0622,I-9,Complete,2020-11-16,2020-11-15,,2024-12-05
DOC-01333,EMP-0623,Offer Letter,Complete,2019-12-12,2019-12-16,,2020-08-06
DOC-01334,EMP-0623,I-9,Complete,2019-12-17,2019-12-16,,2019-12-25
DOC-01335,EMP-0624,Offer Letter,Complete,2019-06-26,2019-07-06,,2021-01-15
DOC-01336,EMP-0624,I-9,Complete,2019-07-06,2019-07-06,,2020-06-08
DOC-01337,EMP-0625,Offer Letter,Complete,2021-08-18,2021-08-19,,2021-10-29
DOC-01338,EMP-0625,I-9,Complete,2021-08-22,2021-08-19,,2024-09-10
DOC-01339,EMP-0626,Offer Letter,Complete,2023-04-19,2023-04-19,,2026-08-05
DOC-01340,EMP-0626,I-9,Complete,2023-04-20,2023-04-19,,2024-05-04
DOC-01341,EMP-0627,Offer Letter,Complete,2022-12-20,2022-12-29,,2026-08-08
DOC-01342,EMP-0627,I-9,Complete,2023-01-01,2022-12-29,,2025-06-14
DOC-01343,EMP-0628,Offer Letter,Complete,2026-02-26,2026-03-06,,2026-08-08
DOC-01344,EMP-0628,I-9,Complete,2026-03-06,2026-03-06,,2026-08-15
DOC-01345,EMP-0629,Offer Letter,Complete,2016-06-04,2016-06-04,,2020-04-22
DOC-01346,EMP-0629,I-9,Complete,2016-06-07,2016-06-04,,2020-12-16
DOC-01347,EMP-0630,Offer Letter,Complete,2024-09-16,2024-09-22,,2025-10-10
DOC-01348,EMP-0630,I-9,Complete,2024-09-25,2024-09-22,,2025-08-02
DOC-01349,EMP-0631,Offer Letter,Complete,2020-05-30,2020-05-31,,2022-07-26
DOC-01350,EMP-0631,I-9,Complete,2020-06-01,2020-05-31,,2022-05-30
DOC-01351,EMP-0632,Offer Letter,Complete,2019-08-17,2019-08-25,,2022-11-03
DOC-01352,EMP-0632,I-9,Complete,2019-08-27,2019-08-25,,2020-06-03
DOC-01353,EMP-0633,Offer Letter,Complete,2016-07-01,2016-07-02,,2025-12-09
DOC-01354,EMP-0633,I-9,Complete,2016-07-04,2016-07-02,,2017-11-21
DOC-01355,EMP-0634,Offer Letter,Complete,2016-05-19,2016-05-23,,2024-09-19
DOC-01356,EMP-0634,I-9,Complete,2016-05-25,2016-05-23,,2026-03-08
DOC-01357,EMP-0635,Offer Letter,Complete,2023-09-04,2023-09-14,,2024-05-19
DOC-01358,EMP-0635,I-9,Complete,2023-09-15,2023-09-14,,2024-09-21
DOC-01359,EMP-0636,Offer Letter,Complete,2016-11-04,2016-11-04,,2022-01-26
DOC-01360,EMP-0636,I-9,Complete,2016-11-05,2016-11-04,,2021-04-17
DOC-01361,EMP-0636,Offboarding Form,Complete,2022-03-31,2022-03-31,,2026-08-29
DOC-01362,EMP-0637,Offer Letter,Complete,2020-03-26,2020-03-28,,2024-02-10
DOC-01363,EMP-0637,I-9,Complete,2020-03-31,2020-03-28,,2022-09-27
DOC-01364,EMP-0638,Offer Letter,Complete,2019-04-20,2019-04-30,,2024-05-21
DOC-01365,EMP-0638,I-9,Complete,2019-05-03,2019-04-30,,2024-12-19
DOC-01366,EMP-0639,Offer Letter,Complete,2017-07-17,2017-07-27,,2025-09-26
DOC-01367,EMP-0639,I-9,Complete,2017-07-28,2017-07-27,,2021-02-28
DOC-01368,EMP-0639,Offboarding Form,Complete,2022-06-25,2022-06-25,,2026-08-29
DOC-01369,EMP-0640,Offer Letter,Complete,2020-12-02,2020-12-08,,2024-04-06
DOC-01370,EMP-0640,I-9,Complete,2020-12-10,2020-12-08,,2025-08-28
DOC-01371,EMP-0641,Offer Letter,Complete,2026-01-10,2026-01-17,,2026-01-31
DOC-01372,EMP-0641,I-9,Complete,2026-01-19,2026-01-17,,2026-02-24
DOC-01373,EMP-0642,Offer Letter,Complete,2018-07-21,2018-07-25,,2024-03-18
DOC-01374,EMP-0642,I-9,Complete,2018-07-28,2018-07-25,,2025-02-14
DOC-01375,EMP-0643,Offer Letter,Complete,2018-03-16,2018-03-17,,2021-04-22
DOC-01376,EMP-0643,I-9,Complete,2018-03-18,2018-03-17,,2022-02-27
DOC-01377,EMP-0644,Offer Letter,Complete,2019-12-14,2019-12-24,,2022-12-07
DOC-01378,EMP-0644,I-9,Complete,2019-12-25,2019-12-24,,2022-10-20
DOC-01379,EMP-0645,Offer Letter,Complete,2025-02-06,2025-02-12,,2026-03-10
DOC-01380,EMP-0645,I-9,Complete,2025-02-12,2025-02-12,,2025-08-25
DOC-01381,EMP-0646,Offer Letter,Complete,2017-07-17,2017-07-22,,2018-09-11
DOC-01382,EMP-0646,I-9,Complete,2017-07-22,2017-07-22,,2025-11-23
DOC-01383,EMP-0646,Offboarding Form,Complete,2025-05-02,2025-05-02,,2026-08-29
DOC-01384,EMP-0647,Offer Letter,Complete,2020-05-04,2020-05-07,,2023-11-18
DOC-01385,EMP-0647,I-9,Complete,2020-05-09,2020-05-07,,2023-07-17
DOC-01386,EMP-0648,Offer Letter,Complete,2021-12-30,2022-01-04,,2022-04-04
DOC-01387,EMP-0648,I-9,Complete,2022-01-07,2022-01-04,,2022-01-17
DOC-01388,EMP-0649,Offer Letter,Complete,2018-05-06,2018-05-10,,2025-03-15
DOC-01389,EMP-0649,I-9,Complete,2018-05-10,2018-05-10,,2023-01-20
DOC-01390,EMP-0650,Offer Letter,Complete,2023-12-04,2023-12-10,,2026-01-29
DOC-01391,EMP-0650,I-9,Complete,2023-12-13,2023-12-10,,2025-12-08
DOC-01392,EMP-0651,Offer Letter,Complete,2019-01-19,2019-01-20,,2023-06-03
DOC-01393,EMP-0651,I-9,Complete,2019-01-21,2019-01-20,,2023-08-23
DOC-01394,EMP-0651,Offboarding Form,Complete,2021-01-18,2021-01-18,,2026-08-29
DOC-01395,EMP-0652,Offer Letter,Complete,2018-12-06,2018-12-14,,2025-09-12
DOC-01396,EMP-0652,I-9,Complete,2018-12-16,2018-12-14,,2022-02-23
DOC-01397,EMP-0653,Offer Letter,Complete,2022-12-30,2023-01-04,,2024-06-14
DOC-01398,EMP-0653,I-9,Complete,2023-01-05,2023-01-04,,2025-12-08
DOC-01399,EMP-0654,Offer Letter,Complete,2023-06-17,2023-06-20,,2024-08-08
DOC-01400,EMP-0654,I-9,Complete,2023-06-20,2023-06-20,,2025-08-12
DOC-01401,EMP-0654,Offboarding Form,Complete,2023-08-06,2023-08-06,,2026-08-29
DOC-01402,EMP-0655,Offer Letter,Complete,2019-09-13,2019-09-15,,2026-04-02
DOC-01403,EMP-0655,I-9,Complete,2019-09-17,2019-09-15,,2024-04-05
DOC-01404,EMP-0656,Offer Letter,Complete,2022-01-14,2022-01-21,,2023-03-03
DOC-01405,EMP-0656,I-9,Complete,2022-01-23,2022-01-21,,2024-02-27
DOC-01406,EMP-0657,Offer Letter,Complete,2021-07-14,2021-07-22,,2021-11-20
DOC-01407,EMP-0657,I-9,Complete,2021-07-22,2021-07-22,,2021-08-13
DOC-01408,EMP-0658,Offer Letter,Complete,2016-07-03,2016-07-07,,2018-05-15
DOC-01409,EMP-0658,I-9,Complete,2016-07-07,2016-07-07,,2023-04-05
DOC-01410,EMP-0659,Offer Letter,Complete,2019-10-03,2019-10-05,,2023-06-24
DOC-01411,EMP-0659,I-9,Complete,2019-10-07,2019-10-05,,2025-07-05
DOC-01412,EMP-0660,Offer Letter,Complete,2021-01-12,2021-01-19,,2023-05-15
DOC-01413,EMP-0660,I-9,Complete,2021-01-21,2021-01-19,,2022-08-19
DOC-01414,EMP-0660,Offboarding Form,Complete,2021-07-10,2021-07-10,,2026-08-29
DOC-01415,EMP-0661,Offer Letter,Complete,2016-01-21,2016-01-25,,2022-01-25
DOC-01416,EMP-0661,I-9,Complete,2016-01-26,2016-01-25,,2019-02-01
DOC-01417,EMP-0662,Offer Letter,Complete,2018-10-12,2018-10-16,,2023-09-25
DOC-01418,EMP-0662,I-9,Complete,2018-10-16,2018-10-16,,2023-07-07
DOC-01419,EMP-0663,Offer Letter,Complete,2021-06-26,2021-07-01,,2022-11-02
DOC-01420,EMP-0663,I-9,Complete,2021-07-01,2021-07-01,,2022-03-27
DOC-01421,EMP-0663,Offboarding Form,Complete,2026-04-23,2026-04-23,,2026-08-29
DOC-01422,EMP-0664,Offer Letter,Complete,2020-08-31,2020-09-05,,2021-01-20
DOC-01423,EMP-0664,I-9,Complete,2020-09-07,2020-09-05,,2023-02-05
DOC-01424,EMP-0665,Offer Letter,Complete,2025-04-27,2025-05-01,,2026-05-07
DOC-01425,EMP-0665,I-9,Complete,2025-05-02,2025-05-01,,2026-06-11
DOC-01426,EMP-0666,Offer Letter,Complete,2017-06-14,2017-06-23,,2020-09-12
DOC-01427,EMP-0666,I-9,Complete,2017-06-26,2017-06-23,,2022-03-19
DOC-01428,EMP-0667,Offer Letter,Complete,2016-03-06,2016-03-07,,2018-12-17
DOC-01429,EMP-0667,I-9,Complete,2016-03-07,2016-03-07,,2019-12-20
DOC-01430,EMP-0668,Offer Letter,Complete,2018-05-08,2018-05-14,,2020-11-28
DOC-01431,EMP-0668,I-9,Complete,2018-05-14,2018-05-14,,2022-06-12
DOC-01432,EMP-0669,Offer Letter,Complete,2019-05-14,2019-05-18,,2022-08-29
DOC-01433,EMP-0669,I-9,Complete,2019-05-19,2019-05-18,,2020-11-29
DOC-01434,EMP-0670,Offer Letter,Complete,2025-09-17,2025-09-20,,2026-01-16
DOC-01435,EMP-0670,I-9,Complete,2025-09-20,2025-09-20,,2025-11-05
DOC-01436,EMP-0671,Offer Letter,Complete,2019-07-24,2019-07-31,,2022-11-20
DOC-01437,EMP-0671,I-9,Complete,2019-08-01,2019-07-31,,2022-08-07
DOC-01438,EMP-0672,Offer Letter,Complete,2024-01-29,2024-01-30,,2025-01-19
DOC-01439,EMP-0672,I-9,Complete,2024-02-02,2024-01-30,,2025-12-21
DOC-01440,EMP-0672,Offboarding Form,Complete,2026-02-21,2026-02-21,,2026-08-29
DOC-01441,EMP-0673,Offer Letter,Complete,2021-10-26,2021-10-30,,2026-08-07
DOC-01442,EMP-0673,I-9,Complete,2021-10-31,2021-10-30,,2026-04-01
DOC-01443,EMP-0674,Offer Letter,Complete,2024-09-07,2024-09-10,,2025-08-17
DOC-01444,EMP-0674,I-9,Complete,2024-09-11,2024-09-10,,2026-08-08
DOC-01445,EMP-0675,Offer Letter,Complete,2026-02-27,2026-03-06,,2026-05-11
DOC-01446,EMP-0675,I-9,Complete,2026-03-06,2026-03-06,,2026-04-27
DOC-01447,EMP-0676,Offer Letter,Complete,2021-09-28,2021-10-02,,2023-10-29
DOC-01448,EMP-0676,I-9,Complete,2021-10-03,2021-10-02,,2022-08-30
DOC-01449,EMP-0676,Offboarding Form,Complete,2024-08-25,2024-08-25,,2026-08-29
DOC-01450,EMP-0677,Offer Letter,Complete,2018-09-02,2018-09-10,,2022-01-15
DOC-01451,EMP-0677,I-9,Complete,2018-09-12,2018-09-10,,2026-02-22
DOC-01452,EMP-0677,Offboarding Form,Complete,2025-08-15,2025-08-15,,2026-08-29
DOC-01453,EMP-0678,Offer Letter,Complete,2021-04-21,2021-04-21,,2022-08-21
DOC-01454,EMP-0678,I-9,Complete,2021-04-21,2021-04-21,,2026-05-22
DOC-01455,EMP-0679,Offer Letter,Complete,2018-04-11,2018-04-17,,2018-09-10
DOC-01456,EMP-0679,I-9,Complete,2018-04-20,2018-04-17,,2023-06-29
DOC-01457,EMP-0679,Offboarding Form,Complete,2023-10-01,2023-10-01,,2026-08-29
DOC-01458,EMP-0680,Offer Letter,Complete,2018-06-25,2018-06-25,,2024-11-07
DOC-01459,EMP-0680,I-9,Complete,2018-06-27,2018-06-25,,2019-02-25
DOC-01460,EMP-0681,Offer Letter,Complete,2019-07-02,2019-07-02,,2022-12-26
DOC-01461,EMP-0681,I-9,Complete,2019-07-03,2019-07-02,,2026-06-20
DOC-01462,EMP-0682,Offer Letter,Complete,2021-05-02,2021-05-07,,2021-10-09
DOC-01463,EMP-0682,I-9,Complete,2021-05-08,2021-05-07,,2026-06-03
DOC-01464,EMP-0683,Offer Letter,Complete,2026-06-15,2026-06-20,,2026-07-10
DOC-01465,EMP-0683,I-9,Complete,2026-06-21,2026-06-20,,2026-07-07
DOC-01466,EMP-0684,Offer Letter,Complete,2018-02-28,2018-03-10,,2018-05-26
DOC-01467,EMP-0684,I-9,Complete,2018-03-10,2018-03-10,,2021-10-22
DOC-01468,EMP-0684,Offboarding Form,Complete,2019-09-18,2019-09-18,,2026-08-29
DOC-01469,EMP-0685,Offer Letter,Complete,2017-04-25,2017-05-04,,2019-09-22
DOC-01470,EMP-0685,I-9,Complete,2017-05-07,2017-05-04,,2018-01-02
DOC-01471,EMP-0685,Offboarding Form,Complete,2021-07-18,2021-07-18,,2026-08-29
DOC-01472,EMP-0686,Offer Letter,Complete,2020-10-04,2020-10-12,,2021-04-23
DOC-01473,EMP-0686,I-9,Complete,2020-10-13,2020-10-12,,2024-01-19
DOC-01474,EMP-0687,Offer Letter,Complete,2019-05-23,2019-05-25,,2025-05-22
DOC-01475,EMP-0687,I-9,Complete,2019-05-28,2019-05-25,,2021-02-05
DOC-01476,EMP-0688,Offer Letter,Complete,2023-12-08,2023-12-08,,2024-02-05
DOC-01477,EMP-0688,I-9,Complete,2023-12-08,2023-12-08,,2024-04-30
DOC-01478,EMP-0689,Offer Letter,Complete,2016-06-22,2016-06-26,,2020-12-02
DOC-01479,EMP-0689,I-9,Complete,2016-06-29,2016-06-26,,2018-06-26
DOC-01480,EMP-0689,Offboarding Form,Complete,2020-03-11,2020-03-11,,2026-08-29
DOC-01481,EMP-0690,Offer Letter,Complete,2023-11-23,2023-11-23,,2025-06-25
DOC-01482,EMP-0690,I-9,Complete,2023-11-26,2023-11-23,,2026-01-09
DOC-01483,EMP-0691,Offer Letter,Complete,2020-09-15,2020-09-23,,2025-02-04
DOC-01484,EMP-0691,I-9,Complete,2020-09-25,2020-09-23,,2025-05-31
DOC-01485,EMP-0691,Offboarding Form,Complete,2026-08-29,,,2026-08-29
DOC-01486,EMP-0692,Offer Letter,Complete,2019-09-04,2019-09-04,,2020-11-20
DOC-01487,EMP-0692,I-9,Complete,2019-09-04,2019-09-04,,2021-08-16
DOC-01488,EMP-0693,Offer Letter,Complete,2026-01-03,2026-01-13,,2026-07-30
DOC-01489,EMP-0693,I-9,Complete,2026-01-15,2026-01-13,,2026-07-27
DOC-01490,EMP-0694,Offer Letter,Complete,2018-09-26,2018-09-29,,2026-07-05
DOC-01491,EMP-0694,I-9,Complete,2018-10-01,2018-09-29,,2019-12-18
DOC-01492,EMP-0695,Offer Letter,Complete,2019-03-31,2019-04-05,,2024-02-02
DOC-01493,EMP-0695,I-9,Complete,2019-04-06,2019-04-05,,2025-08-26
DOC-01494,EMP-0696,Offer Letter,Complete,2025-06-11,2025-06-17,,2026-05-29
DOC-01495,EMP-0696,I-9,Complete,2025-06-19,2025-06-17,,2025-08-27
DOC-01496,EMP-0697,Offer Letter,Complete,2018-03-16,2018-03-23,,2020-07-27
DOC-01497,EMP-0697,I-9,Complete,2018-03-26,2018-03-23,,2019-08-26
DOC-01498,EMP-0698,Offer Letter,Complete,2016-04-06,2016-04-12,,2019-08-03
DOC-01499,EMP-0698,I-9,Complete,2016-04-13,2016-04-12,,2026-03-07
DOC-01500,EMP-0698,Offboarding Form,Complete,2018-03-20,2018-03-20,,2026-08-29
DOC-01501,EMP-0699,Offer Letter,Complete,2025-01-14,2025-01-23,,2025-10-18
DOC-01502,EMP-0699,I-9,Complete,2025-01-23,2025-01-23,,2025-08-04
DOC-01503,EMP-0700,Offer Letter,Complete,2022-10-31,2022-11-07,,2025-05-10
DOC-01504,EMP-0700,I-9,Complete,2022-11-08,2022-11-07,,2026-04-10
DOC-01505,EMP-0701,Offer Letter,Complete,2017-12-10,2017-12-10,,2023-08-25
DOC-01506,EMP-0701,I-9,Complete,2017-12-10,2017-12-10,,2026-02-14
DOC-01507,EMP-0702,Offer Letter,Complete,2016-06-21,2016-06-25,,2024-03-06
DOC-01508,EMP-0702,I-9,Complete,2016-06-25,2016-06-25,,2020-04-13
DOC-01509,EMP-0703,Offer Letter,Complete,2024-08-11,2024-08-14,,2026-03-19
DOC-01510,EMP-0703,I-9,Complete,2024-08-16,2024-08-14,,2024-10-16
DOC-01511,EMP-0704,Offer Letter,Complete,2018-06-29,2018-07-01,,2023-08-26
DOC-01512,EMP-0704,I-9,Complete,2018-07-01,2018-07-01,,2019-07-06
DOC-01513,EMP-0705,Offer Letter,Complete,2017-02-14,2017-02-16,,2026-03-26
DOC-01514,EMP-0705,I-9,Complete,2017-02-19,2017-02-16,,2022-02-24
DOC-01515,EMP-0706,Offer Letter,Complete,2023-10-19,2023-10-20,,2026-01-15
DOC-01516,EMP-0706,I-9,Complete,2023-10-22,2023-10-20,,2025-04-05
DOC-01517,EMP-0707,Offer Letter,Complete,2019-11-11,2019-11-11,,2026-08-04
DOC-01518,EMP-0707,I-9,Complete,2019-11-13,2019-11-11,,2025-05-25
DOC-01519,EMP-0707,Offboarding Form,Complete,2022-08-03,2022-08-03,,2026-08-29
DOC-01520,EMP-0708,Offer Letter,Complete,2018-12-17,2018-12-25,,2023-11-26
DOC-01521,EMP-0708,I-9,Complete,2018-12-28,2018-12-25,,2025-12-05
DOC-01522,EMP-0708,Offboarding Form,Complete,2020-09-01,2020-09-01,,2026-08-29
DOC-01523,EMP-0709,Offer Letter,Complete,2025-10-26,2025-11-04,,2026-06-14
DOC-01524,EMP-0709,I-9,Complete,2025-11-05,2025-11-04,,2026-07-18
DOC-01525,EMP-0710,Offer Letter,Complete,2025-02-10,2025-02-18,,2025-02-26
DOC-01526,EMP-0710,I-9,Complete,2025-02-20,2025-02-18,,2026-05-13
DOC-01527,EMP-0711,Offer Letter,Complete,2017-06-20,2017-06-25,,2023-12-16
DOC-01528,EMP-0711,I-9,Complete,2017-06-25,2017-06-25,,2022-12-08
